ARRAY;INDEX;TYPE;FR;EN;DE
FEEDBACK_QUESTIONS;4;0;Seriez-vous prêt(e) à fournir plus d'informations sur votre profil (par exemple votre ville et votre pays) afin d'améliorer le service Kookiiz ?;Would you agree in giving more personal information (such as your country and city) to improve Kookiiz service?;
FEEDBACK_QUESTIONS;5;0;Voudriez-vous vous connecter à Kookiiz avec votre compte Facebook ?;Would you like to log in with your Facebook account?;
FEEDBACK_QUESTIONS;6;0;Voudriez-vous vous connecter à Kookiiz avec votre compte Twitter ?;Would you like to log in with your Twitter account?;
FEEDBACK_QUESTIONS;7;0;Voudriez-vous vous connecter à Kookiiz avec votre compte Google ?;Would you like to log in with your Google account?;
FEEDBACK_QUESTIONS;8;0;Les explications et illustrations sur la page d'accueil sont-elle claires ?;Are pictures and explanations on the welcome page clear?;
FEEDBACK_QUESTIONS;9;0;Avez-vous aimé la recherche de recettes avec les critères ?;Did you like searching for recipes with the criteria?;
FEEDBACK_QUESTIONS;10;0;Avez-vous compris comment glisser-déposer des recettes dans votre menu ?;Did you understand how to drag and drop recipes on your menu (i.e. on the slates)?;
FEEDBACK_QUESTIONS;11;0;"L'ergonomie de la page ""Menu"" vous plait-elle ?";"Do you like the layout of the ""Menu"" tab?";
FEEDBACK_QUESTIONS;12;0;"Trouvez-vous la fonctionnalité ""Frigo"" utile ?";"Do you find the ""fridge"" functionality useful?";
FEEDBACK_QUESTIONS;13;0;Avez-vous compris comment utiliser le frigo et rechercher des recettes avec ?;Did you understand how to use the fridge and search for recipes with it?;
FEEDBACK_QUESTIONS;14;0;Trouvez-vous utile la possibilité d'imprimer son menu ?;Do you find it useful to be able to print your menu?;
FEEDBACK_QUESTIONS;15;0;Trouvez-vous utile la possibilité d'imprimer sa liste des courses ?;Do you find it useful to be able to print your shopping list?;
FEEDBACK_QUESTIONS;16;0;La présentation de la liste des courses vous plait-elle ?;Do you like the way the shopping list is displayed?;
FEEDBACK_QUESTIONS;17;0;"Aimez-vous le panneau ""Recettes"" ?";"Do you like the ""Recipes"" panel?";
FEEDBACK_QUESTIONS;18;0;Trouvez-vous utile de pouvoir organiser votre menu sur plusieurs jours ?;Do you find it useful to be able to plan your menu on several days?;
FEEDBACK_QUESTIONS;19;0;Avez-vous compris comment définir le jour où vous aller faire les courses ?;Did you understand how to set your shopping day?;
FEEDBACK_QUESTIONS;20;0;Trouvez-vous facilement les ingrédients que vous cherchez ?;Do you easily find ingredients you're looking for?;
FEEDBACK_QUESTIONS;21;0;Trouvez-vous utile de pouvoir suivre votre alimentation ?;Do you find it useful to track your nutrition?;
FEEDBACK_QUESTIONS;22;0;"Trouvez-vous que la page ""Santé"" est facile à utiliser ?";"Do you find the ""Health"" tab easy to use?";
FEEDBACK_QUESTIONS;23;0;"Trouvez-vous le panneau ""Profil santé"" agréable à utiliser ?";"Do you find the ""Health profile"" panel easy to use?";
FEEDBACK_QUESTIONS;24;0;"Comprenez-vous les différences entre les informations du panneau ""Nutrition"" et du graphique central dans ""Santé"" ?";"Did you understand the differences between the information displayed on the central graph and the ""Nutrition"" panel?";
FEEDBACK_QUESTIONS;25;0;"Pensez-vous que le panneau ""Glossaire"" est utile ?";"Do you think the ""Glossary"" panel is useful?";
FEEDBACK_QUESTIONS;26;0;Trouveriez-vous utile de voir les aliments actuellement en action dans les principaux supermarchés de la région ?;Would you find it useful to see on the website available discounts from local supermarkets?;
FEEDBACK_QUESTIONS;27;0;Seriez-vous prêt(e) à faire des achats d'aliments auprès d'un supermarché en ligne ?;Would you buy food from an online supermarket?;
FEEDBACK_QUESTIONS;28;0;Seriez-vous prêt(e) à faire des commandes groupées (avec d'autres utilisateurs) auprès d'un supermarché en ligne pour bénéficier de réductions ?;Would you be interested in forming a shopping group (with other Kookiiz users) in order to get lower prices from an online supermarket?;
FEEDBACK_QUESTIONS;29;0;Seriez-vous prêt(e) à faire des commandes groupées auprès d'un supermarché en ligne avec des voisins, des gens d'un même immeuble, de la famille ou des collègues ?;Would you be interested in forming a shopping group to buy from an online supermarket with neighbors, people from the same building, family members or colleagues?;
FEEDBACK_QUESTIONS;30;0;Un chat pour discuter avec vos amis sur Kookiiz serait-il utile ?;Would you like to chat with your friends on Kookiiz?;
FEEDBACK_QUESTIONS;31;0;Voudriez-vous intégrer vos amis Facebook directement dans Kookiiz ?;Would you like to import your Facebook friends on Kookiiz?;
FEEDBACK_QUESTIONS;32;0;Utilisez-vous Facebook ou un autre réseau social régulièrement (au moins 2 fois par semaine) ?;Do you use a social network such as Facebook regularly (at least twice a week)?;
FEEDBACK_QUESTIONS;33;0;Vous arrive-t-il de vous connectez sur Facebook ou un autre réseau social pendant vos heures de travail/étude ?;Do you visit Facebook during your work/study hours?;
FEEDBACK_QUESTIONS;34;0;Pensez-vous utiliser Kookiiz pendant vos heures de travail ?;Do you think you are going to use Kookiiz at work?;
FEEDBACK_QUESTIONS;35;0;Etes-vous disposé à ajouter vos propres recettes sur le site Kookiiz ?;Would you add your own recipes on Kookiiz website?;
FEEDBACK_QUESTIONS;36;0;Vous intéresserait-il de participer à un concours consistant à faire la meilleure photo d'une recette Kookiiz ?;Would you take part in a contest to take the best picture of a recipe?;
FEEDBACK_QUESTIONS;37;0;Avez-vous compris comment partager des recettes avec vos amis ?;Did you understand how to share recipes with your friends?;
FEEDBACK_QUESTIONS;38;0;Aimez-vous la possibilité de partager des recettes avec vos amis sur le site ?;Do you like the possibility to share recipes with your friends?;
FEEDBACK_QUESTIONS;39;0;Trouvez-vous utile la possibilité de partager avec vos amis ce que vous cuisinez ou votre appréciation d'une recette ?;Do you find it useful to share what you are cooking and the recipes you liked with your friends?;
FEEDBACK_QUESTIONS;40;0;Seriez-vous d'accord de publier votre statut Kookiiz sur Facebook ou un autre réseau social ?;Would you like to upload your Kookiiz status on Facebook (or another social network)?;
FEEDBACK_QUESTIONS;41;0;Trouvez-vous que la création d'une invitation à un repas sur Kookiiz est pratique ?;Do you find it useful to be able to set an invitation fro dinner on Kookiiz?;
FEEDBACK_QUESTIONS;42;0;Appréciez-vous globalement l'expérience Kookiiz ?;Do you like your experience on Kookiiz?;
FEEDBACK_QUESTIONS;43;0;Voudriez-vous pouvoir visionner des vidéos illustrant des recettes ou des étapes de préparation ?;Would you like to watch cooking lessons or tricks on video?;
FEEDBACK_QUESTIONS;44;0;Seriez-vous prêt(e) à publier sur Kookiiz des vidéos vous montrant en train de cuisiner une recette ?;Would you show a video of you showing how to cook a recipe of yours?;
FEEDBACK_QUESTIONS;45;0;Vous intéresserait-il de pouvoir lire des articles sur la santé, les nutriments, etc. ?;Would you be interested in reading articles on health, nutrients, etc.?;
FEEDBACK_QUESTIONS;46;0;Une base de données de 1000 recettes sur Kookiiz vous semble-t-elle suffisante ?;Does a database of a thousand recipes on Kookiiz seems enough to you?;
FEEDBACK_QUESTIONS;47;0;Avez-vous déjà acheté des aliments sur un supermarché online (par exemple leShop ou coop@home) ?;Have you ever bought food from an online supermarket (such as leshop.ch or coopathome.ch)?;
FEEDBACK_QUESTIONS;48;0;Etes-vous un client régulier (au moins un achat par mois) d'un supermarché en ligne ?;Are you a regular customer (once per month) of an online supermarket?;
FEEDBACK_QUESTIONS;49;0;"Etes-vous un client régulier (au moins un achat par mois) du supermarché en ligne ""leShop"" ?";"Are you a regular customer (once per month) of the online supermarket ""leshop.ch""?";
FEEDBACK_QUESTIONS;50;0;"Etes-vous un client régulier (au moins un achat par mois) du supermarché en ligne ""coop@home"" ?";"Are you a regular customer (once per month) of the online supermarket ""coopathome.ch""?";
FEEDBACK_QUESTIONS;51;0;Voudriez-vous pouvoir faire une commande sur un supermarché en ligne à partir de votre liste de courses Kookiiz ?;Would you like to be able to place an order for the content of your Kookiiz shopping list to an online supermarket?;
FEEDBACK_QUESTIONS;52;0;La connexion au site et son chargement vous paraissent-ils suffisamment rapides ?;Were the connection to the website and the loading process fast enough?;
FEEDBACK_QUESTIONS;53;0;La recherche de recettes vous paraît-elle suffisamment rapide ?;Is recipe search fast enough?;
FEEDBACK_QUESTIONS;54;0;Le fonctionnement du site vous paraît-il suffisamment rapide ?;Do you find the website fast enough?;
FEEDBACK_QUESTIONS;55;0;Achetez-vous des produits locaux ?;Do you buy local products?;
FEEDBACK_QUESTIONS;56;0;Achèteriez-vous des produits locaux plutôt que ceux d'une grande marque ?;Would you rather buy local products than products of renowned brands?;
FEEDBACK_QUESTIONS;57;0;Voudriez-vous avoir la possibilité d'acheter des produits locaux à partir de Kookiiz ?;Would you like to buy local products through Kookiiz?;
FEEDBACK_QUESTIONS;58;0;Si vous choisissiez des produits locaux, seriez-vous prêt(e) à aller les chercher chez le producteur (moyennant une distance raisonnable) ?;If you choose local products, would you go and get them directly from the producer (if the distance is reasonable)?;
FEEDBACK_QUESTIONS;59;0;Trouveriez-vous utile une application Kookiiz sur iPhone ou Android ?;Would you be interested in a Kookiiz smartphone app (for iphone, android phone, etc.)?;
FEEDBACK_QUESTIONS;60;0;Seriez-vous prêt(e) à payer environ 3CHF une application Kookiiz sur iPhone ou Android ?;Would you be willing to pay 3CHF for a Kookiiz smartphone application?;
FEEDBACK_QUESTIONS;61;0;Voudriez-vous publier vos recettes sous un pseudo ?;Would you like to use a nickname to post your recipes on the website?;
FEEDBACK_TYPES;0;0;Bug/Problème;Bug/Problem;
FEEDBACK_TYPES;1;0;Suggestion/Idée;Suggestion/Idea;
FEEDBACK_TYPES;2;0;Ingrédient manquant;Missing ingredient;
FEEDBACK_TYPES;3;0;Ingrédient erroné;Wrong ingredient;
FEEDBACK_TYPES;4;0;Compliment/Appréciation;Compliment/Appreciation;
FOOTER_TEXT;0;0;Contact;Contact us;
FOOTER_TEXT;1;0;Sources;Sources;
FOOTER_TEXT;2;0;Conditions;Terms of use;
FOOTER_TEXT;3;0;Version complète;Full version;
FOOTER_TEXT;4;0;Version mobile;Mobile version;
FRIDGE_ALERTS;0;1;Le frigo est vide;The fridge is empty;
FRIDGE_ALERTS;1;1;Le nombre maximum d'ingrédients dans le frigo est atteint.;You have reached the maximum number of ingredients in the fridge.;
FRIDGE_ALERTS;2;1;Veuillez entrer un nom d'ingrédient valide.;Please enter a valid ingredient name.;
FRIDGE_ALERTS;3;1;Cet ingrédient a déjà été ajouté à votre frigo.;This ingredient is already in your fridge.;
FRIENDS_ACTIONS;0;1;Ajouter aux amis;Add to friends;
FRIENDS_ACTIONS;1;1;Retirer des amis;Delete from friends;
FRIENDS_ACTIONS;2;1;Accepter comme ami;Accept as friend;
FRIENDS_ALERTS;0;1;Aucun ami ajouté;No friend added;
FRIENDS_ALERTS;1;1;Aucun utilisateur trouvé;No user found;
FRIENDS_ALERTS;2;1;La recette ;The recipe ;
FRIENDS_ALERTS;3;1; a été partagée avec votre ami ; was shared with your friend ;
FRIENDS_ALERTS;4;1;Aucune requête en attente;No pending request;
FRIENDS_ALERTS;5;1;Voulez-vous vraiment retirer cette personne de vos amis ? Tout le contenu partagé sera perdu.;If you remove this person from your friends all the shared content will be lost.;
FRIENDS_ALERTS;6;1;Voulez-vous annuler le partage de la liste de course avec cet ami ?;Do you really want to cancel shopping list sharing with this friend ?;
FRIENDS_ALERTS;7;1;Une requête a été envoyée à l'utilisateur sélectionné. Celui-ci apparaîtra dans votre liste d'amis lorsqu'il aura accepté votre demande.;A friend request was sent to this user. He will appear in your friend list as soon as he accepts the request.;
FRIENDS_ALERTS;8;1;L'utilisateur a été ajouté à votre liste d'amis.;User has been added to your friends list.;
FRIENDS_ERRORS;0;1;Cette personne fait déjà partie de vos amis.;This person is already among your friends;
FRIENDS_ERRORS;1;1;Vous avez déjà envoyé une requête pour ajouter cette personne à vos amis.;A friend request has already been sent to this person.;
FRIENDS_ERRORS;2;1;Vous avez déjà partagé cette recette avec votre ami.;You have already shared this recipe with this friend.;
FRIENDS_ERRORS;3;1;Vous avez déjà partagé cette liste de courses avec votre ami.;You have already shared this shopping list with this friend.;
FRIENDS_ERRORS;4;1;Le lien d'amitié est introuvable.;The friend request could not be found.;
FRIENDS_ERRORS;5;1;Vous ne pouvez pas ajouter cette personne à vos amis, car elle vous a bloqué(e).;This person cannot be added to your friends list because you have been blocked by him.;
FRIENDS_ERRORS;6;1;La recette à partager est introuvable.;The recipe to be shared was not found.;
FRIENDS_ERRORS;7;1;Cette recette est privée et seul son propriétaire peut la partager.;This recipe is private. Only the owner can share it.;
FRIENDS_ERRORS;8;1;Impossible de mettre à jour le partage.;Could not update the sharing.;
FRIENDS_ERRORS;9;1;Cette personne ne fait plus partie de vos amis.;This person was removed from your friends list.;
FRIENDS_ERRORS;10;1;L'utilisateur n'a pas pu être ajouté à votre liste d'amis.;User could not be added to your friends list.;
FRIENDS_STATUS;0;1;Connecté;Online;
FRIENDS_STATUS;1;1;Déconnecté;Offline;
FRIENDS_TEXT;0;0;Ajout d'un ami;Add a friend;
FRIENDS_TEXT;1;0;Recherchez ci-dessous l'utilisateur que vous souhaitez ajouter à vos amis.;Search below for the friend you would like to add.;
FRIENDS_TEXT;2;0;Nom d'utilisateur;User's name;
FRIENDS_TEXT;3;0;Partager avec un ami;Share with a friend;
FRIENDS_TEXT;4;0;Aucun ami cuisinier;No friend;
FRIENDS_TEXT;5;0;Certains de vos contacts Facebook ont un compte Kookiiz. Cliquez sur leur photo ci-dessous pour les ajouter à vos amis.;Some of your Facebook contacts have a Kookiiz account. Click the pictures below to add them to your friends.;
FRONTPAGE_TEXT;0;0;mémoriser;Remember me;
FRONTPAGE_TEXT;1;0;Inscription gratuite;Free Sign up;
FRONTPAGE_TEXT;2;0;Démonstration;Demo;
FRONTPAGE_TEXT;3;0;La version du navigateur que vous utilisez n'est pas supportée par Kookiiz et pourrait provoquer des erreurs. Nous vous suggérons de télécharger une version plus récente si vous voulez profiter pleinement de votre visite.;The version of the browser you are using is not supported by Kookiiz and could trigger errors. We are currently working on this issue. Meanwhile, you should download a more recent version by clicking;
FRONTPAGE_TEXT;4;0;Explorer en vidéo !;Watch the videos !;
FRONTPAGE_TEXT;5;0;Bienvenue !;Welcome!;
GLOSSARY_ALERTS;0;1;Aucun terme trouvé;No definition found.;
HEALTH_ALERTS;0;1;Votre profil a été sauvegardé.;Your profile has been saved.;
HEALTH_CARB_TIPS;0;1;Les principales sources de glucides sont les pâtes alimentaires (75g de glucides pour 100g de pâtes], les fruits, les légumes secs, le pain, la banane, le riz et la pomme de terre.;Pasta (75g of glucids per 100g of pasta], fruits, dried vegetables, bread, bananas, rice, and potatoes are the most rich sources of glucids.;
HEALTH_CARB_TIPS;1;1;Les glucides simples, tels que ceux contenus dans les fruits, sont directement assimilables par l'organisme comme carburant pour les efforts. Les glucides complexes, comme l'amidon des pâtes, sont stockés dans le foie et les muscles et servent de réserve.;The simple glucids, such as those contained in fruits, are easily assimilated by the organism as fuel. Complex glucids, such as starch contained in pasta, are stored in the liver and in muscles.;
HEALTH_FAT_TIPS;0;1;Les principales sources de lipides sont les huiles (100% de lipides), les produits laitiers, les viandes, la charcuterie, ainsi que certains poissons (saumon, thon...) et certains fruits (amandes, noix, avocat...).;Oils (100% of lipids), dairy products, meat, delicatessen, as well as some species of fish (salmon, tuna...) and some fruit (almonds, nuts, avocado...) are the main sources of lipids.;
HEALTH_FAT_TIPS;1;1;Les viennoiseries, les fritures, les pizzas, les hamburgers et autres plats tout préparés recèlent beaucoup de lipides. Un pain au chocolat, par exemple, en contient à peu près 50%.;Pastries, deep fried ingredients, pizzas, hamburgers, and ready-to-eat meals contain a large amount of lipids. As an example, a croissant contains about 50% of lipids.;
HEALTH_GRAPH_TIP;0;1;Sur la période, votre niveau moyen de;Your average intake of;
HEALTH_GRAPH_TIP;1;1;est inférieur aux valeurs recommandées.;is smaller than the recommended values.;
HEALTH_GRAPH_TIP;2;1;est supérieur aux valeurs recommandées.;is larger than the recommended values.;
HEALTH_GRAPH_TIP;3;1;est conforme aux valeurs recommandées.;is as recommended.;
HEALTH_KCAL_TIPS;0;1;Les calories sont principalement fournies par les lipides (9 Cal par g), l'alcool (7 Cal par g], les glucides (4 Cal par g) et les protéines (4 Cal par g).;Calories are mainly supplied by lipids (9 Cal per g), alcohol (7 Cal per g), glucids (4 Cal per g) and proteins (4 Cal per g).;
HEALTH_KCAL_TIPS;1;1;Idéalement, 55% des calories devraient être apportées par les glucides, 30% par les lipides et 15% par les protéines.;Ideally, 55% of acquired calories should be a result of glucidic intake, 30% of lipidic intake, and 15% of proteinic intake.;
HEALTH_PROFILE_ACTIVITY;0;0;Profession;Profession;
HEALTH_PROFILE_ACTIVITY;1;0;Taux d'occupation;Occupation rate;
HEALTH_PROFILE_ACTIVITY;2;0;Transport;Transport;
HEALTH_PROFILE_ACTIVITY;3;0;Loisirs;Spare-time activities;
HEALTH_PROFILE_ACTIVITY;4;0;Inactivité;Inactivity;
HEALTH_PROFILE_ACTIVITY;5;0;Temps passé assis/couché;Time spent seated/lying;
HEALTH_PROFILE_ACTIVITY;6;0;Sport;Sport;
HEALTH_PROFILE_ACTIVITY;7;0;Fréquence;Frequency;
HEALTH_PROFILE_ACTIVITY;8;0;Marche quotidienne;Daily walk;
HEALTH_PROFILE_ANATOMY;0;0;Taille (cm);Height (cm);
HEALTH_PROFILE_ANATOMY;1;0;Poids (kg);Weight (kg);
HEALTH_PROFILE_ANATOMY;2;0;IMC;IMC;
HEALTH_PROFILE_ANATOMY;3;0;Sexe;Gender;
HEALTH_PROFILE_ANATOMY;4;0;F;F;
HEALTH_PROFILE_ANATOMY;5;0;M;M;
HEALTH_PROFILE_ANATOMY;6;0;Année de naissance;Date of birth;
HEALTH_PROFILE_CATEGORIES;0;0;Mon profil physique;My anatomy;
HEALTH_PROFILE_CATEGORIES;1;0;Mon petit-déjeuner;My breakfast;
HEALTH_PROFILE_CATEGORIES;2;0;Mon activité physique;My physical activity;
HEALTH_PROFILE_CATEGORIES;3;0;Repas sur le pouce;Quick meals;
HEALTH_TEXT;0;0;Période du ;From ;
HEALTH_TEXT;1;0; au ; to ;
HEALTH_TEXT;2;0;Valeur à afficher;Displayed values;
HEALTH_TEXT;3;0;Derniers articles publiés:;most recent articles:;
HEALTH_TEXT;4;0;Les valeurs nutritives du petit-déjeuner composé ci-dessous sont comptabilisées chaque jour dans votre suivi santé.;The nutritional values of the breakfast composed below are taken into account every day.;
HEALTH_TEXT;5;0;Besoins journaliers;Daily needs;
HEALTH_TEXT;6;0;Recettes du menu;Recipes from my menu;
HEALTH_TEXT;7;0;Petit-déjeuner;Breakfast;
HEALTH_TEXT;8;0;Légende;Caption;
HEALTH_TEXT;9;0;Créez des plats rapides, afin de tenir compte dans votre suivi nutritionnel de collations ou de repas pris sur le pouce ou à l'extérieur.;"Create and add quickmeals to your menu in order to take into account what you ate ""on the go"".";
HEALTH_TEXT;10;0;Mon petit-déjeuner;My breakfast;
HEALTH_TEXT;11;0;Composez votre petit-déjeuner à l'aide des champs ci-dessous.;Compose your breakfast by filling in the fields below.;
HEALTH_TEXT;12;0;L'ingrédient a été ajouté à votre petit-déjeuner.;The ingredient has been added to your breakfast.;
HEALTH_TEXT;13;0;Repas sur le pouce;Quickmeal;
HEALTH_TITLES;0;0;Suivi nutritionnel;Nutritional tracker;
HELP_TEXTS;0;0;Pour trouver la recette idéale, vous pouvez introduire des termes dans le champ de recherche (1) et/ou spécifier des critères de tri dans le menu déroulant (2). Ces critères apparaissent sous forme d'icônes sur les recettes (3) et sont résumés en-dessous des résultats de la recherche (4).;To find the ideal recipe, you can type in the search field (1) and/or select sorting criteria in the scroll-down menu (2). These criteria appear as icons on the recipe boxes (3) and are mentioned in the summary below the search results (4).;
HELP_TEXTS;1;0;Pour planifier un menu, il suffit de glisser les recettes sur les ardoises journalières en cliquant sur la barre colorée des recettes et en maintenant le bouton de la souris enfoncé.;To plan a menu, you can drag & drop recipes on the daily slates by clicking on the colored bar and holding the mouse button down as you move.;
HELP_TEXTS;2;0;Une fois les recettes glissées sur le menu (1), les jours de courses peuvent être sélectionnés en cliquant sur les boutons au pied des ardoises (2). Le soleil et la lune correspondent à des courses respectivement avant et après les repas du jour. Les listes de courses apparaissent dans le panneau latéral (3). En survolant la liste avec la souris, il est possible d'éditer ou de supprimer des éléments.;Once the recipes have been dragged onto the menu (1), shopping days can be selected by clicking on the buttons at the bottom of the slates (2). Sun and moon icons correspond to shopping sessions before and after the daily meals respectively. Shopping lists appear in the side panel (3). As you mouse over the list, you can edit or delete specific items.;
HELP_TEXTS;3;0;"En cliquant sur le bouton ""Compléter"", la liste des courses s'ouvre dans un onglet dédié. Il est possible de modifier ou de supprimer des éléments en les survolant avec la souris (1), et d'en ajouter en remplissant les champs (2). Les catégories de la liste des courses peuvent être réorganisées par glissé-déposé, puis leur ordre sauvegardé en tant que nouveau supermarché (3). Une fois prête, la liste peut être envoyée ou imprimée (4).";"When you click on the ""Edit"" button, the shopping list is displayed in dedicated tab. You can modify or delete specific items by hovering them with the mouse (1), and add new elements by filling up the input fields (2). Shopping list categories can be re-ordered by drag & drop, then the resulting order may be saved as a new supermarket (3). Once ready, the shopping list may be sent or printed (4).";
HELP_TEXTS;4;0;Le frigo permet d'établir la liste des ingrédients à disposition en les introduisant dans le champ supérieur (1). Puis, un lien permet de lancer une recherche des recettes contenant un ou plusieurs de ces ingrédients (2). Les critères de recherche sont résumés en-dessous des résultats (3).;The fridge allows you to establish a list of ingredients at your disposal, by typing their names in the upper field (1). Then, by clicking on the link you can throw a search for recipes including one or more of these ingredients (2). Search criteria are summarized below the search results (3).;
HELP_TEXTS;5;0;"Pour ajouter une recette aux favorites, il suffit de la glisser sur le panneau ""Recettes"" (1). Le lien en bas du même panneau (2) permet d'ouvrir le formulaire de publication, afin d'ajouter vos propres recettes (privées ou publiques) sur Kookiiz.";"To add a recipe to your favorites, you simply have to drag & drop it on the ""Recipe box"" panel (1). The link at the bottom of the same panel (2) allows you to open the recipe, in order to add your own recipes on Kookiiz";
HELP_TEXTS;6;0;"Le profil santé est accessible depuis l'onglet ""Santé"" du site. Il permet d'indiquer le contenu de votre petit-déjeuner (1), de spécifier votre profil physique (2), votre activité physique (3) et de créer des ""repas sur le pouce"" (4), afin d'affiner le suivi santé en fonctions de vos besoins personnels.";"The health profile can be accessed from the ""Health"" tab. This panel allows you to indicate the content of your breakfast (1), to specify your body properties (2) and your physical activity (3), as well as to create quick meals (4), in order to adapt the nutrition tracking tool to your personal needs.";
HELP_TEXTS;7;0;Le graphique santé permet de découvrir le contenu nutritionnel de votre menu en sélectionnant une période et une valeur nutritive (1). En survolant le graphique avec la souris (2), les plats du jour correspondant s'affichent automatiquement dans le menu.;The health graph allows you to discover the nutritional content of your menu, by selecting a period and a nutrient (1). By hovering the graph with your mouse (2), corresponding daily meals are automatically beeing displayed on the menu.;
HELP_TEXTS;8;0;"Le panneau ""Nutrition"" affiche pour la période sélectionnée (1) les quantités moyennes des valeurs nutritives choisies (2). Les barres colorées (3) représentent le pourcentage de ces valeurs par rapport à la valeur quotidienne optimale.";"The ""Nutrition"" panel displays for the selected period (1) the average values of the selected nutrients (2). Colored bars (3) indicate the percentage that these values represent as compared to the optimal daily amounts";
HELP_TEXTS;9;0;"Pour partager une recette avec un ami, il suffit de la saisir depuis le panneau ""Recettes"" (en cliquant et en gardant le bouton de la souris enfoncé sur la barre colorée), puis de la glisser directement sur le nom de la personne souhaitée dans le panneau ""Amis"".";"To share a recipe with a friend, you just have to drag it from the ""Recipe box"" to the name of the target person on the ""Friends"" panel (by holding down the mouse button on the colored bar of the recipe while you move).";
HELP_TEXTS;10;0;"Le panneau ""Invitations"" permet de créer rapidement et simplement une invitation à un repas. Il suffit de cliquer sur ""Nouveau"" et de remplir les informations (date, heure, message) (1), puis de glisser des amis (2) et éventuellement des recettes (3) sur la table d'invitation, avant de cliquer sur ""Envoyer"" tout en bas.";"The ""Invitations"" panel allows you to create a dinner invitation quickly and easily. You just have to click on ""New"", to fill in the properties (date, time, message)(1), to drag & drop friends (2) and possibly recipes (3) on the dinner table, before clicking on ""Send"" at the very bottom.";
HELP_THEMES;0;0;Menu & Recettes;Menu & Recipes;
HELP_THEMES;1;0;Santé & Nutrition;Health & Nutrition;
HELP_THEMES;2;0;Social & Partage;Social & Sharing;
HELP_TOPICS;0;0;Rechercher et trier les recettes;Search and sort recipes;
HELP_TOPICS;1;0;Planifier mon menu;Plan my menu;
HELP_TOPICS;2;0;Ma liste des courses;My shopping list;
HELP_TOPICS;3;0;Modifier ma liste des courses ;Edit my shopping list;
HELP_TOPICS;4;0;Rechercher par ingrédients (frigo);Search by ingredients (fridge);
HELP_TOPICS;5;0;Sauver et ajouter des recettes;Save and add recipes;
HELP_TOPICS;6;0;Etablir mon profil santé;Establish my health profile;
HELP_TOPICS;7;0;Mon graphique santé;My health graph;
HELP_TOPICS;8;0;"Le panneau ""Nutrition""";"The ""Nutrition"" panel";
HELP_TOPICS;9;;Partager une recette avec un ami;Share a recipe with a friend;
HELP_TOPICS;10;;Créer une invitation à dîner;Create a dinner invitation;
INGREDIENTS_ALERTS;0;1;Veuillez sélectionner un nom d'ingrédient parmi les suggestions.;Please select an ingredient name among the suggestions.;Veuillez sélectionner un nom d'ingrédient parmi les suggestions.
INGREDIENTS_ALERTS;1;1;Veuillez introduire une quantité valide.;Please enter a valid quantity.;Veuillez introduire une quantité valide.
INGREDIENTS_ALERTS;2;1;Aucun ingrédient;No ingredient;Aucun ingrédient
INGREDIENTS_ALERTS;3;1;Aucun aliment ajouté;No ingredient added;Aucun aliment ajouté
INGREDIENTS_ALERTS;4;1;Dans mon frigo;In my fridge;Dans mon frigo
INGREDIENTS_ALERTS;5;1;Risque de péremption;May expire;Risque de péremption
INGREDIENTS_CATEGORIES;0;0;Autres;Others;Autres
INGREDIENTS_CATEGORIES;1;0;Produits laitiers et d'oeufs;Dairy products and eggs;Produits laitiers et d'oeufs
INGREDIENTS_CATEGORIES;2;0;Epices et fines herbes;Spices and herbs;Epices et fines herbes
INGREDIENTS_CATEGORIES;3;0;Aliments pour bébé;Baby food;Aliments pour bébé
INGREDIENTS_CATEGORIES;4;0;Huiles et matières grasses;Oils and fats;Huiles et matières grasses
INGREDIENTS_CATEGORIES;5;0;Volaille;Poultry;Volaille
INGREDIENTS_CATEGORIES;6;0;Sauces et potages;Sauces and soups;Sauces et potages
INGREDIENTS_CATEGORIES;7;0;Saucisses et viandes froides;Sausages and cold meat;Saucisses et viandes froides
INGREDIENTS_CATEGORIES;8;0;Céréales de petit-déjeuner;Breakfast cereals;Céréales de petit-déjeuner
INGREDIENTS_CATEGORIES;9;0;Fruits et jus;Fruits and juices;Fruits et jus
INGREDIENTS_CATEGORIES;10;0;Porc;Pork;Porc
INGREDIENTS_CATEGORIES;11;0;Légumes;Vegetables;Légumes
INGREDIENTS_CATEGORIES;12;0;Noix et graines;Nuts and seeds;Noix et graines
INGREDIENTS_CATEGORIES;13;0;Boeuf;Beef;Boeuf
INGREDIENTS_CATEGORIES;14;0;Boissons;Drinks;Boissons
INGREDIENTS_CATEGORIES;15;0;Poissons et crustacés;Fish and shellfish;Poissons et crustacés
INGREDIENTS_CATEGORIES;16;0;Légumineuses;Legumes;Légumineuses
INGREDIENTS_CATEGORIES;17;0;Agneau, veau et gibier;Lamb, veal and game;Agneau, veau et gibier
INGREDIENTS_CATEGORIES;18;0;Boulangerie;Bakery;Boulangerie
INGREDIENTS_CATEGORIES;19;0;Sucreries;Candies;Sucreries
INGREDIENTS_CATEGORIES;20;0;Céréales et pâtes;Cereals and pasta;Céréales et pâtes
INGREDIENTS_CATEGORIES;21;0;Aliments prêt-à-manger;Ready to eat food;Aliments prêt-à-manger
INGREDIENTS_CATEGORIES;22;0;Mets composés;Mixed Dishes;Mets composés
INGREDIENTS_CATEGORIES;23;0;;;
INGREDIENTS_CATEGORIES;24;0;;;
