"ref";"name_fr";"name_en";"tags_fr";"tags_en";"cat";"pic";"unit";"wpu";"price";"exp";"prob"
94.00;"cheddar fondu";"melted cheddar";"fromage";"cheese";1.00;;1.00;0.00;2.00;5.00;"2"
1525.00;"chérimole";"cherimoya";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"3"
23.00;"cheshire";"cheshire";"fromage";"cheese";1.00;;1.00;0.00;;5.00;"3"
3585.00;"cheval (filet)";"horse (tenderloin)";"viande";"meat";17.00;"tenderloin";1.00;150.00;5.20;3.00;"5"
3586.00;"cheval (steak)";"horse (steak)";"viande";"meat";17.00;"horse_steak";1.00;150.00;3.80;3.00;"5"
3584.00;"chèvre";"goat";"viande";"meat";17.00;;1.00;0.00;;3.00;"4"
5733.00;"chevreuil (bifteck)";"deer (steak)";"viande,chasse";"meat hunting";17.00;"steak";1.00;0.00;;3.00;"5"
5730.00;"chevreuil (entrecôte)";"deer (steak)";"viande,chasse";"meat hunting";17.00;"steak";1.00;150.00;;3.00;"5"
5731.00;"chevreuil (épaule)";"deer (shoulder)";"viande,chasse";"meat hunting";17.00;;1.00;0.00;;3.00;"4"
5732.00;"chevreuil (filet)";"deer (tenderloin)";"viande,chasse";"meat hunting";17.00;"tenderloin";1.00;150.00;;3.00;"5"
5729.00;"chevreuil (haché)";"deer (chopped)";"viande,chasse";"meat hunting";17.00;;1.00;0.00;;1.00;"3"
4221.00;"chewing-gum";"chewing gum";"sucrerie,bonbon";"candy, candy";19.00;;10.00;5.00;2.00;1000.00;"5"
5529.00;"chewing-gum (sans sucre)";"chewing gum (sugar free)";"sucrerie,bonbon";"candy, candy";19.00;;10.00;5.00;2.00;1000.00;"5"
2057.00;"chicorée (endive)";"chicory (endive)";"légume";"vegetable";11.00;;1.00;100.00;0.50;7.00;"4"
2878.00;"chicorée (poudre)";"chicory (powder)";;;14.00;;1.00;0.00;2.50;1000.00;"3"
177.00;"chili (poudre)";"chili (powder)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;12.00;1000.00;"4"
3023.00;"chinchard";"scad";"poisson";"fish";15.00;;1.00;0.00;;1.00;"3"
1152.00;"chipolata (porc)";"chipolata (pork)";"charcuterie,chipolata";"charcuterie, chipolata";7.00;;10.00;40.00;2.40;3.00;"4"
5672.00;"chipolata (veau)";"chipolata (calf)";"charcuterie,chipolata,veau";"charcuterie, chipolata,calf";7.00;;10.00;40.00;2.10;3.00;"4"
5386.00;"chipolata (volaille)";"chipolata (poultry)";"charcuterie,volaille,chipolata";"meats, poultry, chipolata";7.00;;10.00;40.00;2.35;3.00;"4"
4361.00;"chips (fromage)";"chips (cheese)";"snack";"snack";25.00;;1.00;0.00;2.00;1000.00;"5"
4407.00;"chips (nature)";"chips (plain)";"snack";"snack";25.00;"potato_chips";1.00;0.00;2.10;1000.00;"5"
4408.00;"chips (sans sel)";"chips (unsalted)";"snack";"snack";25.00;;1.00;0.00;2.00;1000.00;"3"
4351.00;"chips de banane";"banana chips";"snack";"snack";25.00;;1.00;0.00;2.00;1000.00;"4"
5881.00;"chiton";"chiton";"fruit de mer";"seafood";15.00;;1.00;0.00;;1.00;"2"
2864.00;"chocolat (poudre)";"chocolate (powder)";;;14.00;;1.00;0.00;1.00;1000.00;"4"
2866.00;"chocolat (sirop)";"chocolate (syrup)";"boisson";"drink";19.00;;5.00;0.00;;1000.00;"3"
4147.00;"chocolat amer";"bitter chocolate";;;19.00;"chocolate";1.00;0.00;2.00;1000.00;"3"
4146.00;"chocolat amer (liquide)";"bitter chocolate (liquid)";;;19.00;;5.00;0.00;5.00;1000.00;"3"
4831.00;"chocolat au lait";"milk chocolate";;;19.00;;1.00;0.00;2.00;1000.00;"5"
116.00;"chocolat chaud";"hot chocolate";"boisson";"drink";14.00;;4.00;250.00;0.50;1000.00;"5"
1145.00;"chorizo";"chorizo";"saucisse";"sausage";7.00;;1.00;0.00;3.00;7.00;"5"
2361.00;"chou";"cabbage";"légume";"vegetable";11.00;;1.00;800.00;0.40;7.00;"5"
2295.00;"chou à feuilles";"cabbage leaves";"légume";"vegetable";11.00;;1.00;800.00;0.40;7.00;"4"
2111.00;"chou blanc";"white cabbage";"légume";"vegetable";11.00;;1.00;800.00;0.40;7.00;"4"
2063.00;"chou cavalier";"collards";"légume";"vegetable";11.00;;1.00;800.00;0.40;7.00;"4"
2038.00;"chou de chine";"chinese cabbage";"légume";"vegetable";11.00;;1.00;800.00;0.40;7.00;"4"
2036.00;"chou de milan";"savoy cabbage";"légume";"vegetable";11.00;;1.00;800.00;0.40;7.00;"4"
2106.00;"chou frisé";"kale";"légume";"vegetable";11.00;"kale";1.00;800.00;0.40;7.00;"3"
2034.00;"chou rouge";"red cabbage";"légume";"vegetable";11.00;;1.00;800.00;0.35;7.00;"4"
2395.00;"chou vert frisé";"green kale";"légume";"vegetable";11.00;;1.00;800.00;0.40;7.00;"3"
2385.00;"chou-fleur";"cauliflower";"légume";"vegetable";11.00;;1.00;800.00;0.40;7.00;"5"
2358.00;"chou-fleur (vert)";"cauliflower (green)";"légume";"vegetable";11.00;;1.00;800.00;0.40;7.00;"4"
2445.00;"chou-navet (rutabaga)";"turnip";"légume";"vegetable";11.00;;10.00;350.00;0.55;7.00;"4"
2109.00;"chou-rave";"kohlrabi";"légume";"vegetable";11.00;;1.00;100.00;0.55;7.00;"4"
2378.00;"choux de bruxelles";"brussels sprouts";"légume";"vegetable";11.00;"brussel_sprouts";1.00;0.00;0.55;7.00;"5"
2060.00;"chrysanthème";"chrysanthemum";"plante";"plant";11.00;;1.00;0.00;;7.00;"4"
4881.00;"chrysanthème (feuilles)";"chrysanthemum (leaves)";"plante";"plant";11.00;;1.00;0.00;;7.00;"3"
2145.00;"ciboule";"scallion";"condiment";"condiment";11.00;;10.00;50.00;0.20;7.00;"5"
2059.00;"ciboulette";"chive";"herbe";"grass";2.00;;1.00;10.00;10.00;3.00;"5"
1587.00;"citron";"lemon";"fruit";"fruit";9.00;"lemon";10.00;150.00;0.50;7.00;"5"
4402.00;"citron (confit)";"lemon (candied)";;;19.00;;1.00;0.00;1.50;1000.00;"4"
1589.00;"citron (jus)";"lemon (juice)";"boisson";"drink";9.00;"juice";5.00;50.00;1.50;7.00;"5"
1592.00;"citron (zeste)";"lemon (zest)";;;9.00;;1.00;10.00;7.50;7.00;"5"
2441.00;"citrouille";"pumpkin";"légume";"vegetable";11.00;"squash";1.00;1500.00;;7.00;"5"
2516.00;"citrouille (graines, séchées)";"pumpkin (seeds, dried)";"céréale";"cereal";12.00;"pumpkin_seeds";1.00;0.00;;1000.00;"3"
2645.00;"citrouille (graines)";"pumpkin (seeds)";"céréale";"cereal";12.00;"pumpkin_seeds";1.00;0.00;2.00;1000.00;"4"
5956.00;"clémentine";"clementine";"fruit";"fruit";9.00;;1.00;50.00;;5.00;"5"
179.00;"clou de girofle (moulu)";"cloves (ground)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;23.00;1000.00;"4"
5599.00;"coeurs de palmier";"palm hearts";"légume";"vegetable";11.00;;1.00;0.00;1.50;7.00;"4"
1675.00;"coing";"quince";"fruit";"fruit";9.00;;1.00;0.00;;1000.00;"5"
2920.00;"cola";"cola";"boisson";"drink";14.00;"soft_drink";4.00;0.00;0.20;1000.00;"5"
4980.00;"cola (décaféiné)";"cola (decaffeinated)";"boisson";"drink";14.00;;4.00;0.00;0.20;1000.00;"5"
24.00;"colby";"colby";"fromage";"cheese";1.00;;1.00;0.00;0.80;5.00;"3"
3090.00;"colin (merlu)";"colin (hake)";"poisson";"fish";15.00;;1.00;0.00;3.00;1.00;"3"
4848.00;"concombre";"cucumber";"légume";"vegetable";11.00;;1.00;450.00;0.40;7.00;"5"
4379.00;"confiture d'abricots";"apricot jam";"abricot";;19.00;;1.00;0.00;1.15;1000.00;"5"
5427.00;"conques";"conch";"fruit de mer";"seafood";15.00;;1.00;0.00;;1.00;"4"
3994.00;"coque à tacos";"taco shell";;;18.00;;10.00;15.00;2.75;1000.00;"4"
3213.00;"coquilles saint-jacques";"sea scallop";"fruit de mer";"seafood";15.00;;1.00;0.00;5.50;1.00;"5"
2067.00;"coriandre";"coriander";"herbe";"herb";2.00;;1.00;0.00;9.00;3.00;"5"
181.00;"coriandre (graines)";"coriander (seeds)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;;1000.00;"5"
180.00;"coriandre (séchée)";"coriander (dried)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;5.00;1000.00;"4"
3913.00;"cornet à crème glacée";"ice cream cone";;;18.00;;10.00;15.00;2.75;1000.00;"4"
4522.00;"cornettes";"macaroni";"pâtes";"pasta";20.00;"macaroni";1.00;0.00;0.30;1000.00;"5"
2338.00;"cornichons";"pickles";"légume";"vegetable";11.00;"pickle";1.00;0.00;0.90;1000.00;"5"
5419.00;"cornichons (amers)";"pickles (bitter)";"légume";"vegetable";11.00;"pickle";1.00;0.00;0.90;1000.00;"4"
2337.00;"cornichons (sucrés)";"pickles (sweet)";"légume";"vegetable";11.00;"pickle";1.00;0.00;0.80;1000.00;"4"
2592.00;"coton (graines)";"cotton (seeds)";"céréale";"cereal";12.00;;1.00;0.00;;1000.00;"4"
3068.00;"courbine";"croaker";"poisson";"fish";15.00;;1.00;0.00;;1.00;"4"
2303.00;"courge";"squash";"légume";"vegetable";11.00;"squash";1.00;2000.00;0.40;7.00;"5"
2455.00;"courge hubbard";"hubbard squash";"légume";"vegetable";11.00;"squash";1.00;0.00;;7.00;"4"
2218.00;"courge musquée";"squash";"légume";"vegetable";11.00;"squash";1.00;2000.00;0.40;7.00;"4"
2223.00;"courge pâtisson";"squash";"légume";"vegetable";11.00;"squash";1.00;2000.00;;7.00;"4"
2448.00;"courge poivrée (courgeon)";"acorn squash (courgeon)";"légume";"vegetable";11.00;"squash";1.00;0.00;;7.00;"4"
2225.00;"courgette (zucchini)";"courgette (zucchini)";"légume";"vegetable";11.00;"zucchini";10.00;180.00;0.25;7.00;"5"
4420.00;"couscous";"couscous";"céréale";"cereal";20.00;;1.00;0.00;0.60;1000.00;"5"
3237.00;"crabe (tourteau)";"crab";"fruit de mer";"seafood";15.00;;1.00;0.00;;1.00;"5"
3097.00;"crabe bleu";"blue crab";"fruit de mer";"seafood";15.00;;1.00;0.00;1.90;1.00;"4"
3173.00;"crabe des neiges";"snow crab";"fruit de mer";"seafood";15.00;;1.00;0.00;;1.00;"4"
3172.00;"crabe dormeur";"dungeness crab";"fruit de mer";"seafood";15.00;;1.00;0.00;;1.00;"4"
3238.00;"crabe rouge";"red crab";"fruit de mer";"seafood";15.00;;1.00;0.00;;1.00;"5"
3094.00;"crabe royal";"king crab";"fruit de mer";"seafood";15.00;;1.00;0.00;4.00;1.00;"4"
3101.00;"crabe-araignée";"spider crab";"fruit de mer";"seafood";15.00;;1.00;0.00;;1.00;"4"
3165.00;"crapet-soleil";"sunfish";"poisson";"fish";15.00;;1.00;0.00;;1.00;"4"
163.00;"crème (20% m.g.)";"cream";;;1.00;;4.00;0.00;1.40;5.00;"5"
136.00;"crème à café (18% m.g.)";"coffee cream";;;1.00;;5.00;0.00;0.40;5.00;"5"
137.00;"crème à fouetter (32% m.g.)";"whipping cream";;;1.00;;1.00;0.00;0.65;5.00;"5"
139.00;"crème acidulée (14% m.g.)";"sour cream";;;1.00;;4.00;0.00;1.35;5.00;"4"
5299.00;"crème acidulée (allégée)";"sour cream (reduced)";;;1.00;;4.00;0.00;0.75;5.00;"4"
4332.00;"crème de guimauve";"marshmallow cream";;;19.00;;1.00;0.00;;;"3"
2843.00;"crème de menthe (liqueur)";"mint cream";"boisson,alcool";"beverage alcohol";14.00;;5.00;0.00;4.00;1000.00;"3"
4006.00;"crème de tartre";"cream of tartar";;;18.00;;2.00;0.00;;1000.00;"3"
54.00;"crème fouettée";"whipped cream";;;1.00;;1.00;0.00;1.85;1000.00;"5"
5754.00;"crème glacée (chocolat)";"ice cream (chocolate)";"glace";"ice";19.00;;1.00;0.00;0.90;1000.00;"5"
4156.00;"crème glacée (vanille)";"ice cream (vanilla)";"glace";"ice";19.00;;1.00;0.00;0.50;1000.00;"5"
152.00;"crème sure (18% m.g.)";"sour cream";;;1.00;;4.00;0.00;1.35;5.00;"4"
5300.00;"crème sure (allégée)";"sour cream (reduced)";;;1.00;;4.00;0.00;0.75;5.00;"4"
2276.00;"cresson";"cress";"herbe";"grass";11.00;;1.00;0.00;3.90;3.00;"4"
2084.00;"cresson (alénois)";"watercress";"herbe";"grass";11.00;;1.00;0.00;3.90;3.00;"3"
3212.00;"crevette";"shrimp (prawn)";"fruit de mer";"seafood";15.00;"shrimp";1.00;8.00;5.00;1.00;"5"
3882.00;"croissant au beurre";"butter croissant";"pain";"bread";18.00;"croissant";10.00;50.00;1.25;1.00;"5"
3885.00;"croutons";"croutons";"pain";"bread";18.00;;1.00;0.00;2.00;1000.00;"5"
182.00;"cumin (graines)";"cumin (seeds)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;2.00;1000.00;"5"
211.00;"curcuma (moulu)";"turmeric (ground)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;15.00;1000.00;"4"
5401.00;"datte";"date";"fruit";"fruit";9.00;;1.00;20.00;2.10;10.00;"5"
1710.00;"datte (séchée)";"dates (dried)";"fruit,sec";"fruit lp";9.00;;1.00;5.00;1.90;1000.00;"4"
689.00;"dinde";"turkey";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"5"
719.00;"dinde (aile)";"turkey (wing)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"5"
691.00;"dinde (blanc)";"turkey (white)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;2.15;3.00;"4"
699.00;"dinde (coeur)";"turkey (heart)";"viande,volaille,abats";"meat, poultry, offal";5.00;;1.00;0.00;;1.00;"2"
717.00;"dinde (cuisse)";"turkey (thigh)";"viande,volaille";"meat, poultry";5.00;"leg";1.00;150.00;1.50;3.00;"5"
757.00;"dinde (émincé)";"turkey (sliced)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;2.80;3.00;"5"
713.00;"dinde (filet)";"turkey (net)";"viande,volaille";"meat, poultry";5.00;;1.00;150.00;3.15;3.00;"5"
701.00;"dinde (foie)";"turkey (liver)";"viande,volaille,abats";"meat, poultry, offal";5.00;;1.00;0.00;;1.00;"4"
697.00;"dinde (gésier)";"turkey (gizzard)";"viande,volaille,abats";"meat, poultry, offal";5.00;;1.00;0.00;;1.00;"3"
715.00;"dinde (poitrine)";"turkey (breast)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;2.15;3.00;"5"
779.00;"dindon";"turkey";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"3"
799.00;"dindon (aile)";"turkey (wing)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"3"
789.00;"dindon (blanc)";"turkey (white)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"4"
781.00;"dindon (chair)";"turkey (meat)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"5"
797.00;"dindon (cuisse)";"turkey (thigh)";"viande,volaille";"meat, poultry";5.00;"leg";1.00;150.00;;3.00;"5"
5183.00;"dindon (filet)";"turkey (tenderloin)";"viande,volaille";"meat, poultry";5.00;;1.00;150.00;;3.00;"5"
5597.00;"dindon (fumé)";"turkey (smoked)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;1000.00;"4"
5181.00;"dindon (pilon)";"turkey (pestle)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"3"
795.00;"dindon (poitrine)";"turkey (breast)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"5"
5587.00;"dindon fumé (aile)";"smoked turkey (wing)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;1000.00;"3"
2074.00;"doliques à oeil noir";"black-eyed peas";"haricot";"bean";11.00;;1.00;0.00;;;"4"
3334.00;"doliques asperge";"asparagus peas";"haricot";"bean";16.00;;1.00;0.00;;;"5"
2285.00;"doliques bulbeux";"cowpeas bulbous";"haricot";"bean";11.00;;1.00;0.00;;;"4"
3141.00;"dorade (daurade)";"bream (sea bream)";"poisson, coryphène";"fish, dolphinfish";15.00;;1.00;0.00;2.50;1.00;"5"
5748.00;"dragées";"dragees";"sucrerie,bonbon";"candy, candy";19.00;;1.00;0.00;2.50;1000.00;"4"
3003.00;"drum";"drum";"poisson";"fish";15.00;;1.00;0.00;;1.00;"3"
4847.00;"durian (durion)";"durian";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"3"
2933.00;"eau";"water";"boisson";"drink";14.00;"water";4.00;0.00;0.05;1000.00;"5"
2918.00;"eau de source";"spring water";"boisson";"drink";14.00;;4.00;0.00;1.00;1000.00;"5"
2326.00;"échalote";"shallot";"légume";"vegetable";11.00;;10.00;50.00;0.90;7.00;"5"
3103.00;"écrevisse";"crayfish";"fruit de mer";"seafood";15.00;;1.00;0.00;5.00;1.00;"5"
29.00;"edam";"edam";"fromage";"cheese";1.00;;1.00;0.00;1.60;5.00;"5"
5974.00;"édulcorant (aspartame)";"sweetener (aspartame)";;;19.00;;1.00;0.00;7.80;1000.00;"3"
5977.00;"édulcorant (saccharine)";"sweetener (saccharin)";;;19.00;;1.00;0.00;5.70;1000.00;"3"
5975.00;"édulcorant (sucralose)";"sweetener (sucralose)";;;19.00;;1.00;0.00;;1000.00;"3"
5726.00;"élan (entrecôte)";"elk (steak)";"viande";"meat";17.00;"steak";1.00;150.00;6.40;3.00;"5"
3581.00;"élan (escalope)";"elk (scallop)";"viande";"meat";17.00;;1.00;150.00;4.10;3.00;"5"
3582.00;"élan (haché)";"elk (chopped)";"viande";"meat";17.00;"minced_meat";1.00;0.00;;1.00;"3"
5644.00;"émeu (croupe)";"emu (rump)";"viande";"meat";5.00;;1.00;0.00;;3.00;"3"
5649.00;"émeu (entrecôte)";"emu (steak)";"viande";"meat";5.00;"steak";1.00;150.00;;3.00;"5"
5641.00;"émeu (filet)";"emu (tenderloin)";"viande";"meat";5.00;"tenderloin";1.00;150.00;;3.00;"5"
5639.00;"émeu (haché)";"emu (chopped)";"viande";"meat";5.00;;1.00;0.00;;1.00;"3"
5646.00;"émeu (pilon)";"emu (pestle)";"viande";"meat";5.00;;1.00;0.00;;3.00;"4"
47.00;"emmental";"emmental";"fromage";"cheese";1.00;"emmental";1.00;0.00;1.60;5.00;"5"
2056.00;"endive";"endive";"légume";"vegetable";11.00;;10.00;100.00;0.60;4.00;"5"
2343.00;"enokitake";"enokitake";"champignon";"mushroom";11.00;;1.00;0.00;;7.00;"4"
6191.00;"épeautre";"spelt";"céréale";"cereal";20.00;;1.00;0.00;0.75;1000.00;"4"
3065.00;"éperlan";"smelt";"poisson";"fish";15.00;;1.00;0.00;;1.00;"3"
6264.00;"éperlan (séché)";"smelt (dried)";"poisson,sec";"fish, dry";15.00;;1.00;0.00;;1000.00;"3"
5883.00;"épilobe à feuilles étroites";"fireweed";"plante";"plant";11.00;;1.00;0.00;;7.00;"3"
2213.00;"épinards";"spinach";"légume";"vegetable";11.00;"spinach";1.00;0.00;1.00;7.00;"5"
5635.00;"escargots";"snails";;;15.00;;1.00;0.00;2.50;1.00;"5"
3076.00;"espadon";"swordfish";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"5"
209.00;"estragon (séché)";"tarragon (dried)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;80.00;1000.00;"5"
3070.00;"esturgeon";"sturgeon";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"5"
3071.00;"esturgeon (fumé)";"sturgeon (smoked)";"poisson";"fish";15.00;;1.00;0.00;;1000.00;"4"
3241.00;"eulakane (poisson chandelle)";"eulachon (candle fish)";"poisson";"fish";15.00;;1.00;0.00;;1.00;"3"
676.00;"faisan";"pheasant";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"5"
677.00;"faisan (blanc)";"pheasant (white)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"4"
679.00;"faisan (cuisse)";"pheasant (thigh)";"viande,volaille";"meat, poultry";5.00;;1.00;150.00;;3.00;"5"
5568.00;"faisan (filet)";"pheasant (net)";"viande,volaille";"meat, poultry";5.00;;1.00;150.00;;3.00;"5"
678.00;"faisan (poitrine)";"pheasant (chest)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"5"
4049.00;"farine à tortilla";"flour tortilla";;;18.00;;1.00;0.00;1.40;1000.00;"5"
6180.00;"farine d'amarante";"amaranth flour";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"3"
3310.00;"farine d'arachides";"peanut flour";;;16.00;;1.00;0.00;;1000.00;"4"
4410.00;"farine d'arrowroot";"arrowroot flour";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"4"
6188.00;"farine d'igname";"yam flour";;;11.00;;1.00;0.00;;1000.00;"4"
4872.00;"farine d'orge";"barley flour";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"5"
4444.00;"farine de blé (froment)";"wheat flour";"céréale,blé,froment";"cereal";20.00;;1.00;0.00;0.30;1000.00;"5"
4500.00;"farine de blé (complet)";"wheat flour (full)";"céréale";"cereal";20.00;;1.00;0.00;0.30;1000.00;"5"
2512.00;"farine de grains de coton";"cottonseed meal";"céréale";"cereal";12.00;;1.00;0.00;;1000.00;"4"
6182.00;"farine de haricots blancs";"white bean flour";;;16.00;;1.00;0.00;;1000.00;"4"
6181.00;"farine de haricots noirs";"black bean flour";;;16.00;;1.00;0.00;;1000.00;"3"
6183.00;"farine de lentilles";"lentil flour";;;16.00;;1.00;0.00;;1000.00;"3"
4417.00;"farine de maïs";"cornstarch";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"5"
6184.00;"farine de manioc";"cassava flour";;;11.00;;1.00;0.00;;1000.00;"3"
6186.00;"farine de millet";"millet flour";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"4"
4886.00;"farine de pois chiches";"chickpea flour";;;16.00;;1.00;0.00;;1000.00;"3"
2440.00;"farine de pomme de terre";"potato flour";;;11.00;;1.00;0.00;0.80;1000.00;"4"
6187.00;"farine de quinoa";"quinoa flour";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"4"
4429.00;"farine de riz blanc";"white rice flour";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"4"
4451.00;"farine de riz brun";"brown rice flour";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"4"
4488.00;"farine de sarrasin";"buckwheat flour";"céréale";"cereal";20.00;;1.00;0.00;0.80;1000.00;"4"
4430.00;"farine de seigle";"rye flour";"céréale";"cereal";20.00;;1.00;0.00;0.30;1000.00;"4"
4431.00;"farine de seigle (claire)";"rye flour (light)";"céréale";"cereal";20.00;;1.00;0.00;0.30;1000.00;"3"
4499.00;"farine de seigle (foncée)";"rye flour (dark)";"céréale";"cereal";20.00;;1.00;0.00;0.30;1000.00;"3"
3322.00;"farine de soja";"soy flour";"soya";"soy";16.00;"soy_flour";1.00;0.00;;1000.00;"4"
6190.00;"farine de sorgho";"sorghum flour";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"3"
2530.00;"farine de tournesol";"sunflower meal";"céréale";"cereal";12.00;;1.00;0.00;;1000.00;"4"
4435.00;"farine de triticale";"triticale flour";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"3"
4419.00;"fécule de maïs";"cornstarch";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"2"
2350.00;"fenouil";"fennel";"légume";"vegetable";11.00;"fennel";1.00;250.00;0.60;7.00;"5"
186.00;"fenouil (graines)";"fennel (seeds)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;;1000.00;"4"
187.00;"fenugrec (graines)";"fenugreek (seeds)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;;1000.00;"4"
3169.00;"féra (corégone)";"whitefish";"poisson";"fish";15.00;;1.00;0.00;3.50;1.00;"4"
5924.00;"féra (fumée)";"fera (smoked)";"poisson, corégone";"fish, whitefish";15.00;;1.00;0.00;;1000.00;"3"
108.00;"féta";"feta";"fromage";"cheese";1.00;;1.00;0.00;2.00;5.00;"5"
4855.00;"feuilles de vigne";"grape leaves";"plante";"plant";11.00;;1.00;0.00;;7.00;"4"
2024.00;"fèves des marais";"fava beans";;;11.00;;1.00;0.00;;7.00;"5"
3388.00;"fèves des marais (séchées)";"fava beans (dried)";;;16.00;;1.00;0.00;;1000.00;"4"
1711.00;"figue";"fig";"fruit";"fruit";9.00;;1.00;100.00;1.50;2.00;"5"
1549.00;"figue (séchée)";"fig (dried)";"fruit,sec";"fruit lp";9.00;;1.00;20.00;1.25;1000.00;"5"
1668.00;"figue de barbarie";"prickly pear";"fruit";"fruit";9.00;;1.00;200.00;;7.00;"4"
2356.00;"figues de barbarie (nopales)";"prickly pear (nopales)";"fruit";"fruit";11.00;;1.00;0.00;;7.00;"4"
4241.00;"flan au caramel";"caramel flan";;;19.00;;1.00;0.00;0.50;7.00;"5"
6226.00;"flan aux oeufs";"egg custard";;;19.00;;1.00;0.00;1.00;7.00;"4"
3012.00;"flétan";"halibut";"poisson";"fish";15.00;;1.00;0.00;;1.00;"4"
3013.00;"flétan du groenland";"greenland halibut";"poisson";"fish";15.00;;1.00;0.00;;1.00;"3"
3143.00;"flétan noir";"turbot";"poisson";"fish";15.00;;1.00;0.00;;1.00;"3"
1161.00;"foie gras";"foie gras";;;7.00;;1.00;0.00;;3.00;"5"
1160.00;"foie gras (oie)";"foie gras (goose)";;;7.00;;1.00;0.00;18.50;3.00;"4"
1159.00;"foie gras (poulet)";"foie gras (chicken)";;;7.00;;1.00;0.00;;3.00;"4"
30.00;"fontina";"fontina";"fromage";"cheese";1.00;;1.00;0.00;2.00;5.00;"4"
1749.00;"fraises";"strawberries";"fruit";"fruit";9.00;"strawberries";1.00;20.00;1.30;3.00;"5"
1747.00;"framboise";"raspberry";"fruit";"fruit";9.00;"raspberries";1.00;5.00;2.40;2.00;"5"
2436.00;"frites";"french fries";;;11.00;;1.00;0.00;2.00;1000.00;"5"
5572.00;"fromage à base de soja";"soy cheese";"fromage,soya";"cheese, soy";16.00;;1.00;0.00;;5.00;"3"
28.00;"fromage à la crème";"cream cheese";"fromage";"cheese";1.00;;1.00;0.00;2.50;5.00;"5"
5563.00;"fromage à la crème (allégé)";"cream cheese (light)";"fromage";"cheese";1.00;;1.00;0.00;1.50;5.00;"4"
5565.00;"fromage à tartiner";"cheese spreads";"fromage";"cheese";1.00;;1.00;0.00;2.00;5.00;"5"
18.00;"fromage bleu";"blue cheese";"fromage";"cheese";1.00;;1.00;0.00;2.50;5.00;"5"
107.00;"fromage cottage (allégé, 1% m.g.)";"cottage cheese (light)";"fromage";"cheese";1.00;;1.00;0.00;0.60;5.00;"4"
25.00;"fromage cottage (en crème, 4.5% m.g.)";"cottage cheese (cream)";"fromage";"cheese";1.00;"cheese_cottage";1.00;0.00;1.00;5.00;"4"
96.00;"fromage de chèvre (dur)";"goat cheese (hard)";"fromage";"cheese";1.00;"goat_cheese";1.00;0.00;;5.00;"5"
98.00;"fromage de chèvre (mou)";"goat cheese (soft)";"fromage";"cheese";1.00;"goat_cheese";1.00;0.00;3.00;5.00;"3"
97.00;"fromage de chèvre (semi-mou)";"goat cheese (semi-soft)";"fromage";"cheese";1.00;"goat_cheese";1.00;0.00;3.00;5.00;"4"
5617.00;"fromage suisse (allégé)";"swiss cheese (light)";"fromage";"cheese";1.00;"cheese";1.00;0.00;1.60;5.00;"4"
50.00;"fromage suisse fondu";"melted swiss cheese";"fromage";"cheese";1.00;;1.00;0.00;1.60;5.00;"4"
